comment,cleaned_comment,predicted_sentiment
"Cak imin:1 ℅ dari 500 T,, itu 5T,, apakah bisa bangun infrastruktur seluruh kalimantan,,,, borak2 aja, kalimantan luas cak imin,, gua slepet lu 🤣🤣😂😂",imin dari itu t apakah bisa bangun infrastruktur seluruh kalimantan borak aja kalimantan luas cak imin gua slepet lu,neutral
Kenapa pke hedset interkom di pak gibran,pke hedset interkom di pak gibran,neutral
"nyerang no 2 terus 
#alin probowo",nyerang no terus alin probowo,neutral
"Saya pendukung no 02 , setelah melihat tayangan ini akan pindah dukung ke no 03",dukung no telah lihat tayang ini akan pindah dukung ke no,neutral
❤❤❤ presidenku no ✌️♥️,presiden no,neutral
"Gaya debat Gibran itu seperti debat mahasiswa.. debat anak muda emang gitu, ap lg jika yg berdebat masuk bagian organisasi Mahasiswa..
Orang Tua jangan kaget..",debat itu seperti debat mahasiswa debat anak muda emang gitu ap lg jika yg debat masuk bagi organisasi jangan kaget,neutral
punya rumah semudah punya motor ? yang ada nanti jadi subprime mortgage crisis,punya rumah mudah punya motor yang ada nanti jadi subprime mortgage crisis,neutral
Semoga segala prakteknya bisa dijalanin ktimbang teorinya siapapun capres dan wapresnya,segala praktek bisa dijalanin ktimbang teori siapa capres dan wapresnya,neutral
"Tetep BPK Prabowo gibran,❤❤❤",bpk gibran,neutral
"Gue pendukung nomor 1, tapi untuk ke 3 cawapres, Gibran terlihat on fire sih, cuma jika untuk kecerdasan capres nya, Anies Baswedan menang jauh dari dua yg lainnya.",dukung nomor tapi untuk ke cawapres lihat on fire sih cuma jika untuk cerdas capres nya menang jauh dari dua yg lain,neutral
"Gak nyimak gibran lol, sudah dijelaskan sama moderator, kalo mau tanya jangan pake singkatan, agar masyarakat awam mudah memahami 😏",nyimak gibran lol sudah jelas sama moderator kalo mau tanya jangan pake singkat agar masyarakat awam mudah paham,neutral
Gibran pake bajunya Naruto 😂,pake baju,neutral
"Mbak, bagus mungkin kalo yang netral aja diajak ke nobar. Gak objektif deh, kurang tercerahkan kita, kita butuh statement yang analitif, bukan defensive dari masing² timses",bagus mungkin kalo yang netral aja ajak ke nobar objektif deh kurang cerah kita kita butuh statement yang analitif bukan defensive dari masing timses,neutral
Dri bnyk Komentar bnyak mndukung paslon no 2✌ prabowo - gibran  👍👍👍,bnyk bnyak mndukung paslon no prabowo gibran,neutral
Roki Gr dimana ya?,mana ya,neutral
"Di debat capres no 02 diserang 01 dan 03 bahkan disana terlihat tidak sedang debat tapi sedang menginjak lawannya. 
Jadi disini boleh dong cawapres 02 menyerang 01 dan 03. gak perlu mengatas namakan usia dalam debat.",debat capres no serang dan bahkan sana lihat tidak sedang debat tapi sedang injak lawan sini boleh dong cawapres serang dan gak perlu atas nama usia dalam debat,neutral
apaansi caimin jadi pelawak aja dah mending,apaansi caimin jadi lawak aja dah mending,neutral
"Yg banyak janji gratisan , Skip aja 😂",banyak janji gratis aja,neutral
Knp no 2 diserang ya,no serang ya,neutral
"Yg masih ragu sama anak muda yg ini,sudah terjawab.😊",masih ragu sama anak muda yg inisudah jawab,neutral
Msih kemudanen gibrsn lah blm bnyk pglaman,kemudanen gibrsn lah blm bnyk pglaman,neutral
Nomor 2 masuk sini ✌,masuk sini,neutral
GO GO PRABOWO GIBRAN. NO DEBAAAATTTTTT !!!!!!!!!❤,go go prabowo gibran no debaaaatttttt,neutral
"Daripada uang untuk membiayai buku-buku perpustakaan sekolah, mending sekarang buku hanya untuk guru saja, guru menjadi buku para murid. Sendangkan dana yg untuk memesan banyak buku itu lebih baik untuk memesan peralatan elektronik seperti penyediaan Wi-Fi pada tiap kelas, laptop atau CPU.",uang untuk biaya bukubuku pustaka sekolah mending sekarang buku hanya untuk guru saja guru jadi buku para murid dana yg untuk mes banyak buku itu lebih baik untuk mes alat elektronik seperti sedia pada tiap kelas laptop atau cpu,neutral
Salfok sm nagita sm rafi pake baju gemoy🥰,sm nagita sm rafi pake baju gemoy,neutral
"yang lancar videonya cuman iklannya doang,  kalo debatnya lag parah",yang lancar video cuman iklan doang kalo debat lag parah,neutral
Semoga Indonesia di lindungi Alloh jngan sampai Indonesia di pimpin oleh Anis Baswedan Amin,di lindung jngan sampai di pimpin oleh,neutral
"Nomor 1 ngibulnya ketinggian, otak kopong. Pilihan gua sekarang antara 02 dan 03. Yang milih 01 patut dipertanyakan kejiwaannya.",ngibulnya tinggi otak kopong gua sekarang antara dan milih patut tanya jiwa,neutral
"Anies kemudian menampilkan daftar 40 kota saat memberi penjelasan yang diberi judul Mewujudkan Pemerataan: Mengembangkan setidaknya 40 kota sebagai pusat pertumbuhan berkualitas. Berikut daftarnya:

1. Banda Aceh
2. Medan Metropolitan
3. Padang
4. Batam
5. Pekanbaru
6. Jambi
7. Palembang
8. Pangkal Pinang
9. Bangkulu
10. Bandarlampung
11. Serang
12. Metropolitan Jakarta
13. Metropolitan Bandung Raya
14. Cirebon
15. Metropolitan Semarang
16. Cilacap
17. Malang
18. Metropolitan Surabaya
19. Metropolitan Denpasar
20. Yogyakarta
21. Surakarta
22. Metropolitan Balikpapan
23. Tarakan
24. Palangkaraya
25. Banjarmasin
26. Pontianak
27. Ternate-Sofifi
28. Ambon
29. Mataram
30. Kupang
31. Jayapura
32. Timika
33. Palu
34. Metropolitan Makassar
35. Mamuju
36. Kendari
37. Gorontalo
38. Manado-Bitung
39. Sorong
40. Merauke
41. Dan lainnya.

Baca artikel detikjogja, ""Jogja Termasuk, Ini Daftar 40 Kota yang Akan Dibangun Anies Setara Jakarta"" selengkapnya https://www.detik.com/jogja/berita/d-7107692/jogja-termasuk-ini-daftar-40-kota-yang-akan-dibangun-anies-setara-jakarta.

Download Apps Detikcom Sekarang https://apps.detik.com/detik/


Anggap aja masing2x kota dapat anggaran rata rata 30 Triliun kalau di kali 40 Kota sama dengan 1200 Triliun. Sedangkan IKN 500 Triliun. Kira-kira lebih boros dan lebih bahaya mana dengan korupsi setiap daerah yang masih terjadi? IKN atau 40 kota?",kemudian tampil daftar kota saat beri jelas yang beri judul tidak kota bagai pusat tumbuh kualitas daftar lain artikel detikjogja yang lengkap aja masingx kota dapat anggar rata rata kalau di kali sama dengan ikn kira lebih boros dan lebih bahaya mana dengan korupsi tiap daerah yang masih jadi ikn atau kota,neutral
Buset yg komen buzzer kabeh,yg komen buzzer kabeh,neutral
"PROF MAHFUD...
JADI KAYAK KEHILANGAN TARING 😂",prof mahfud jadi kayak hilang taring,neutral
"No1 insya berkah,hidup anak cucu tenang ,jngn harta haram biar ga kualat ,",no insya berkahhidup anak cucu tenang jngn harta haram biar ga kualat,neutral
"Capres yg tua "" ini engak jelas.omongnya",yg tua ini engak jelasomongnya,neutral
Kepotong potong vid nya gamain ytb nya tvonews,potong vid nya gamain ytb nya tvonews,neutral
Tetap Prabowo sejak beliau mencalonkan diri sebagai capres 💪,sejak beliau calon diri bagai capres,neutral
"Orang orang cuma lihat ke lugasan menjawab tapi ga menilai konteks atau isi jawaban. Wkwkwk 

No 2 itu so far jawaban yg di berikan kurang nyambung...",orang cuma lihat ke lugas jawab tapi ga nilai konteks atau isi jawab itu so far jawab yg di ikan kurang nyambung,neutral
Capres no 1 mantuul,no mantuul,neutral
Hidup Ganjar Mahfud.  Tkn Jawa barat,barat,neutral
Penonton di situ g nerima kalau gibran mnang tlak dbat hari ini. Dah kbaca condong ke mnaa wkwkwwk,di situ g nerima kalau gibran mnang tlak dbat hari ini kbaca condong ke mnaa wkwkwwk,neutral
Pak gibran mvp deh di debat ini❤,gibran mvp deh di debat ini,neutral
"Sebenarnya sy respek dgn gibran, cuman saat debat ini kok gaya nya k yak anak kampungan..lu habis minum apa aih mas, ngawur kyk bocil",sy respek dgn gibran cuman saat debat ini kok gaya nya k yak anak kampunganlu habis minum apa aih mas ngawur kyk bocil,neutral
Peningkatan investasi di sektor teknologi pendidikan mendukung perkembangan metode pembelajaran baru,investasi di sektor teknologi didik dukung kembang metode ajar baru,neutral
"Adohhh payahh klo  kyak gini apa jdinya indonesia 😂😂😂😂😂
Pertama tim nya menyerang  sadis tpi yg diserang terima oke"" aja giliran di serang  balik  panas 😂😂😂😂😂.  Kocak kocak . Q tebak esok atau lusa pasti  ada vidio yg mencemoh mas gibran .
Receh terus tapi gk di jwap 
 Sombong amat ni mafut.  😂😂😂 Gk bakal jadi pemimpin lah jelas fakta .
 Pak mafut kecap  dimana""  gk ada no 2
Jelas dimana pun org menjujung tingih tanah kelahiran sendiri la .",payahh klo kyak gin apa jdinya indonesia tim nya serang sadis tpi yg serang terima oke aja gilir di serang balik panas kocak tebak esok atau lusa pasti ada vidio yg mencemoh mas gibran terus tapi gk di jwap amat ni mafut bakal jadi pimpin lah jelas fakta mafut kecap mana gk ada no mana pun org menjujung tingih tanah lahir sendiri la,neutral
Kami nantikan kepemimpinannya Prabowo gibran tak ad kepalsuan,nanti pimpin gibran tak ad palsu,neutral
"*GIBRAN NGIBUL TENTANG INVESTOR IKN* ... Agung Sedayu Group (Sugianto Kusuma), Salim Group (Anthony Salim), Sinarmas Group (Franky Widjaja), Pulau Intan (Pui Sudarto), Grup Djarum (Budi Hartono), Wings Group (Wiliam Katuari), Adaro Group (TP Rahmat/Boy Tohir), Barito Pacific (Prajogo Pangestu), Mulia Group (Eka Tjandranegara), dan Grup Astra (Soeryadjaya), baru tahap pembahasan saja, dibilang Otoritas Ibu Kota Nusantara (OIKN), katanya akan ground breaking tanggal 21 September 2023, belum ada kejelasan lebih lanjut. Memang, kata Jokowi tengah dibangun
hotel berbintang 4, konon akan selesai bulan Agustus 2024. Bernama Hotel Nusantara, merupakan hasil kerjasama antara Vasanta Group dengan PT Bina Karya (Persero) sebagai Badan Usaha Otorita (BUO) di IKN Nusantara. Lagi-lagi, pasti dibangun dengan duit APBN, mengingat yang menangani adalah BUO. Meskipun katanya tengah dibangun, belum kelihatan konstruksi gedung hotelnya, baru penampakan gedung yang jadi kantor proyek hotel tersebut, yang keadaannya masih lebih megah dari gedung kantor kelurahan di kampung saya.",gibran ngibul tentang investor ikn tp dan baru tahap bahas saja bilang oikn kata akan ground breaking tanggal belum ada jelas lebih lanjut kata tengah bangun hotel bintang konon akan selesai bulan rupa hasil kerjasama antara dengan pt bagai buo di ikn lagi pasti bangun dengan duit apbn ingat yang tangan adalah buo kata tengah bangun belum lihat konstruksi gedung hotel baru tampak gedung yang jadi kantor proyek hotel sebut yang ada masih lebih megah dari gedung kantor lurah di kampung saya,neutral
cak imin sdg berkhayal😅,cak imin sdg khayal,neutral
"SGIE : ngak taunya bahasa inggris, tapi llihat dan dengar kan nati ada apa ya ada apa ya.....🤣🤣🤣🤣🤣",sgie ngak tau bahasa inggris tapi llihat dan dengar kan nati ada apa ya ada apa ya,neutral
Demo rompi kuning di prancis tahun 2018 akibat kenaikan pajak.,rompi kuning di prancis tahun akibat naik pajak,neutral
"Jawaban gibran gak pernah mengena semua, dan terlalu bersandar dengan program pemerintah skrg yg ada, sampe skrg belom nemu 1 pun  ide gagasan independen dari gibran,",gibran gak pernah kena semua dan terlalu sandar dengan program perintah skrg yg ada sampe skrg bom nemu pun ide gagas independen dari gibran,neutral
Blum apa2 dah nyindir2 tanahh min min...,apa dah nyindir tanahh min min,neutral
Bisakah bratas kurupsi kalangan DPR pradi PDI,bratas kurupsi kalang dpr pradi pdi,neutral
"Bener nih kalau Paslon 2 menang bakal ada makan siang gratis...jangan2 nanti sama aja kaya yg janji akan membuka 10jt lapangan kerja,tidak akan ngutang,ada 11T dikantong dll....tapi ya sudahlah 😂",nih kalau menang bakal ada makan siang gratisjangan nanti sama aja kaya yg janji akan buka jt lapang kerjatidak akan ngutangada t kantong dlltapi ya sudah,neutral
tunjukan anak muda indonesia pasti bisa,tunjuk anak muda indonesia pasti bisa,neutral
Pokoknya mas Birban paling oke ❤❤❤,mas paling oke,neutral
Ganjar dan mahfud . Langsung prakter ke lapangan tidak banyak plening.   Langsung survei baru plening,dan mahfud prakter ke lapang tidak banyak plening survei baru plening,neutral
"Kenapa yg no 2 sampai gunakan 3(TIGA) MIC sekaligus = 
1.Clip on, 
2.Hand-held
3.Head-set. ?
Apa gunanya juga EARPHONE? 
SIAPA yang bisa FEEDING ke telinganya?  
Mengapa prof mahfud dan cak imin Tidak?",yg no sampai guna tiga mic sekaligus on held set guna juga earphone siapa yang bisa feeding ke telinga prof mahfud dan cak imin,neutral
Masa kalah sm anak muda pake teks...huuuuuuu... no 2 JOzz,kalah sm anak muda pake tekshuuuuuuu no jozz,neutral
Sy jha di tanya coblosan kaga 'ach milih capres g usaha sendiri g mkn,jha di tanya coblos kaga ach milih capres g usaha sendiri g mkn,neutral
"Ini yg dibilang pepatah ""Diam itu EMAS""... luar biasa pemikiran nya mas Gibran... anak muda brilian...👍👍👍",yg bilang pepatah itu emas luar biasa pikir nya mas anak muda brilian,neutral
Kayanya pa anis salah pilih pasangan cawapres,pa anis salah pilih pasang cawapres,neutral
Calon no 1 dan 3 ngaco visi dan misi nya.....,no dan ngaco visi dan misi nya,neutral
no 2 ga nyambung,no ga nyambung,neutral
Budak ngk panjang antena jdi wapres d tanya Apa jawab nya apa...ngk nyambung,ngk panjang antena jdi wapres d tanya jawab nya apangk nyambung,neutral
"imin sama mahfud lupa kalo dia adalah bagian dari pemerintah, tapi banyak ngejelekin pemerintah, Kocak",imin sama mahfud lupa kalo dia adalah bagi dari perintah tapi banyak ngejelekin perintah,neutral
Prabowo_Gibran yess,prabowogibran yess,neutral
Kok videonya di potong,video di potong,neutral
Gibran latihannya berapa kali itu bisa pas gitu... saya akui hafalannya cukup baik kali ini 😅,latih berapa kali itu bisa pas gitu saya aku hafal cukup baik kali ini,neutral
kurang greget tapi misi x ganjar mahmud udah tersalurkan di debat ini ❤ pdip berjuang menangkan orang x yg terbaik buat Indonesia,kurang greget tapi misi x ganjar mahmud udah salur di debat ini pdip juang menang orang x yg baik buat,neutral
Allhamdulillah ayah ibuku skrg dukung prabowo gibran..setelah melihat keberanianya..luar biasaaa,ayah ibu skrg dukung prabowo gibransetelah lihat keberanianyaluar biasaaa,neutral
"Debat kok pakai baju adat, ,",kok pakai baju adat,neutral
"All in prabowo yang lain embyeh2 broo wis to motomu bukaken. Sijine hobine jalan2 gk kerja toh kepasar cuma cari muka  .satunya air dialirkan ketanah yang bikin banjir..
Lebih bangga punya pesawat tempur dan mobil alutvista anak bangsa di pindad.
 saya tinggal dijateng merantau di jakarta dan itu yang saya rasakan..",in prabowo yang lain embyeh broo wis to moto bukaken hobine jalan gk kerja toh pasar cuma cari muka satu air alir tanah yang bikin banjir bangga punya pesawat tempur dan mobil alutvista anak bangsa di pindad saya tinggal dijateng rantau di jakarta dan itu yang saya rasa,neutral
"Admin,,, coba putar dari awal,,, saat pemaparan visi misi cak imin,,, siapa yang dluan,,, admin kurang *********su...",coba putar dari awal saat papar visi misi cak imin siapa yang dluan admin kurang su,neutral
amiin no 1 mantaaaap,amiin no mantaaaap,neutral
Pertanyaan apa jawabanya ngrlantur krmana2 gemana gibran ini hgagal paham.,apa jawabanya ngrlantur krmana gana gibran ini hgagal paham,neutral
"Hala, pak MMD sok2an bilang korupsi. Padahal di peralat PDI, biar banyak dewan dari partai PDI😂",pak mmd sok bilang korupsi di alat pdi biar banyak dewan dari partai pdi,neutral
Saya anak muda liat debat td kaya kurang menunjukan anak muda yg beretika,anak muda liat debat td kaya kurang tunjuk anak muda yg etika,neutral
Wes apak²no gak koyo pak mahfud cah,apakno gak koyo pak mahfud cah,neutral
Stunting  kok nggak ngerti ya...itu prof dan cak imin..masalah sosial kurang gizi..moso maunya generasi emas..tapi pada kurang gizi... 😂,kok nggak ngerti yaitu prof dan cak iminmasalah sosial kurang gizimoso mau generasi emastapi pada kurang gizi,neutral
Saya harap ada komitmen memberantas korupsi sampai keakarnya sebagai fokus utama sebelum pembangunan ekonomi. Harapan kita korupsi nepotisme hilang dr pemerintahan,harap ada komitmen berantas korupsi sampai akar bagai fokus utama belum bangun ekonomi kita korupsi nepotisme hilang dr perintah,neutral
Manis 2jam pahit 5tahun,jam pahit tahun,neutral
all in no 2 cuy,all in no cuy,neutral
Baru liat ad debat baca test kyk anak sd pie iki😂😂,liat ad debat baca test kyk anak sd pie iki,neutral
Mas Gibran mantul cerdas tajam,mantul cerdas tajam,neutral
"Ya Alloh lihat debat cawapres 1 dan 3 ini bener2 kaya acara debat, tp klo sama yg 2 kenapa jd kaya main2 ya, perasaan menjatuhkan aja mau nya.  Bukannya ini acara untuk tau visi misi dari permasalahan yg di indonesia ya.",lihat debat cawapres dan ini bener kaya acara debat tp klo sama yg kenapa jd kaya main ya asa jatuh aja mau nya ini acara untuk tau visi misi dari masalah yg di indonesia ya,neutral
yang paling jelas ANIS DONG NO 01 takbir,yang paling jelas anis dong no takbir,neutral
"Fokus lihat buzer koment 😂
1. tema menuju jalan perubahan
2. tema meneruskan misi
3. tema mencari jalan permasalahan",lihat buzer koment tema tuju jalan ubah tema terus misi tema cari jalan masalah,neutral
Dulu yg jago omong pakai jurus beberapa kartu dimunculkan skrng jago ngomong kartu2 sakti gak memmpan..,yg jago omong pakai jurus beberapa kartu muncul skrng jago ngomong kartu sakti gak memmpan,neutral
Debat kemarin 1 dan 3 gas 2. Sekarang digas balik baperan. Ho hu ho hu,kemarin dan gas gas balik baperan hu ho hu,neutral
JELAS YG MUDA YG BERBAKAT MEMBAWA INDONESIA BAROKAH MAJU,jelas yg muda yg bakat bawa indonesia barokah maju,neutral
"Selalu yg dibahas sgie, csr, cuma beda penyebutan, dalam hal ekonomi lu bilang sgie juga pasti paham arahnya kemana. Sama halnya bahas kesehatan, semua orang pasti bilangnya we ha o bukan dabelyu eihj o. Istilah bahasa inggris? Ini udah pembahasan global bener kata bung fadly, merem aja seharusnya seorang menteri udah paham, kalo bilangnya istilah bahasa inggris sulit dipahami bagaimana kalian menjadi presiden nanti? Semua istilah dalam bahasa Inggris harus di ubah jadi bahasa Indonesia? Carbon doang loh, carbon storage doang Masa sekelas Menteri dan mantan menteri harus di translate?, ""kalo menteri gatau berarti presiden ga ngingetin"", jadi tugas menteri apa kalo semuanya ditangan presiden? Bukannya kalo presiden lupa yg ngingetin menteri? Kenapa jadi kebalik tugasnya?",yg bahas sgie csr cuma beda sebut dalam hal ekonomi lu bilang sgie juga pasti paham arah mana hal bahas sehat semua orang pasti bilang we ha o bukan dabelyu eihj o bahasa inggris udah bahas global bener kata bung fadly merem aja harus orang menteri udah paham kalo bilang istilah bahasa inggris sulit paham bagaimana kalian jadi presiden nanti istilah dalam bahasa harus di ubah jadi bahasa doang loh carbon storage doang kelas dan mantan menteri harus di translate kalo menteri gatau arti presiden ga ngingetin jadi tugas menteri apa kalo semua tang presiden kalo presiden lupa yg ngingetin menteri jadi balik tugas,neutral
Jiah promo promo no urut 3 nih😂😂😂,promo promo no urut nih,neutral
"debat capres kemaren yg bnyk di nyimyir prabowo, skrng debat cawaprrsnya juga sama giliran dia mau aktif ngomong dikira inilah itulah hadeuh jadi 02 itu paling bnyk dinyinyir dan dianggap gk berkualitas",debat capres kemaren yg bnyk di nyimyir prabowo skrng debat cawaprrsnya juga sama gilir dia mau aktif ngomong kira ini itu hadeuh jadi itu paling bnyk nyinyir dan anggap gk kualitas,neutral
Itu knp gibran pake headset !!! apa iya mas gibran sambil dengerin musik?😂😂,knp gibran pake headset apa iya mas gibran sambil dengerin musik,neutral
Diluar akal ni cak imin,akal ni cak imin,neutral
"Tujuan anggaran desa bagus, cuma pengawasan harus di tingkatkan biar sejalan dg keinginan pemerintah.",anggar desa bagus cuma awas harus di tingkat biar jalan dg ingin perintah,neutral
"Masyallah bangga banget sama jawaban jawaban mas gibran.
Liat brita sana sini di bilang planga plongo bocah kemarin sore.
Ternyata masyallah jawabanya ga ngalor ngidul tepat masuk akal dan berbobot 🎉🎉✌",bangga banget sama jawab jawab mas gibran brita sana sini di bilang planga plongo bocah kemarin sore masyallah jawabanya ga ngalor ngidul tepat masuk akal dan bobot,neutral
Mas gibran Luar biasa 👍👍👍❤❤❤❤,gibran biasa,neutral
Tv one punya Golkar yg koment tim suksesnya..gak fair,one punya yg koment tim suksesnyagak fair,neutral
"Buset,apa arti dg botol.apa hubungan dg IKN,pret dasar anak haram konstitusi",apa arti dg botolapa hubung dg iknpret dasar anak haram konstitusi,neutral
Aku yg pasti aja lah no.2,yg pasti aja lah no,neutral
"TEMA PERUBAHAN PIKIRAN NYA IMIN JUGA IKUT BERUBAH UBAH DULU DUKUNG IKN SEKARANG GAK 🤣🤣🤣🤣🤣
KATA IMIN MAU BANGUN  40 KOTA SELEVEL JAKARTA , JAKARTA AJA BUTUH 70 TAHUN DI BANGUN SAMPAI SEKARANG 🤣🤣🤣
YG BETUL ITU MENINGKATKAN KOTA YG ADA 😁
BBM GRATIS AJA KEMARIN DI BUAT BERCANDA SAMA LU CAK 🤣🤣🤣",tema ubah pikir nya imin juga ikut ubah ubah dulu dukung ikn sekarang gak kata imin mau bangun kota level jakarta jakarta aja butuh tahun di bangun sampai sekarang yg betul itu tingkat kota yg ada bbm gratis aja kemarin di buat canda sama lu cak,neutral
"Kerja,kerja,namun gaji ngk naik juga,,,,,mAntap pak amin.",kerjanamun gaji ngk naik jugamantap pak amin,neutral
"1 & 3 diskusi bukan debat ,, mahfud mentri tapi ngritik pemerintah kan aneh .. imin ngomong etika tpi dia lupa apa yg di lakukan ke GUS DUR",diskusi bukan debat mahfud tri tapi ngritik perintah kan aneh imin ngomong etika tpi dia lupa apa yg di laku ke gus dur,neutral
Tetep prabowo gibran kami anak muda kota cirebon,prabowo gibran kami anak muda kota cirebon,neutral
tvOne ga jelas ada iklan karpet di tengah debat,tvone ga jelas ada iklan karpet di tengah debat,neutral
closing statement cak imin tentang bbm.akan meneruskan subsidi bbm..gk jadi gratis kah cak untuk rakyat.?.,closing statement cak imin tentang bbmakan terus subsidi bbmgk jadi gratis kah cak untuk rakyat,neutral
GP dan MD  maju terus insya' Alloh berhasil meraih kemenengan 2024 dengan melanjutkan yng ada serta sedang berjalan amin yra.,gp dan md maju terus insya hasil raih neng dengan lanjut yng ada serta sedang jalan amin yra,neutral
Kok debat cawapres meriah kali kayak ajang miss universe....seharusnya ini debat acara capres....memang kalau anak presiden debat harus mewah. Salut...apakah ratu pantai selatan datang nonton dan nyanyi indonesia raya?tolong dong tim indigo kasih tau,debat cawapres riah kali kayak ajang miss universeseharusnya ini debat acara capresmemang kalau anak presiden debat harus mewah apakah ratu pantai selatan datang nonton dan nyanyi indonesia rayatolong dong tim indigo kasih tau,neutral
Ejaan kita emang gitu ejaan indonesia.,kita emang gitu eja indonesia,neutral
"Diem aja si di podiumnya tegang banget kayanya, org juga masih bisa tetap mendengar😅",aja si di podium tegang banget kaya org juga masih bisa tetap dengar,neutral
Saya pasti bakalan pilih prabowo gibran di pilores 2024,pasti bakal pilih prabowo gibran di pilores,neutral
"400 T Untuk Makan Siang...😅
Belum Untuk Yang Lainnya....
DUIT SIAPA INI.....😇
SAHABAT"" KU INI DUIT KITA.
DARI PAJAK ....
DAN UJUNGNYA HUTANG MEMBENGKAK.
BELUM DI KORUPSI S TUAN....

TETAP YANG PUSING RAKYAT 😇😇😇
TERMASUK NOM 1. 
MAU DI SLEPIT 🤪 ATAU MAU MENYELEPITKAN DANA UNTUK PRIBADI DAN PARTELE....???

JANGJI Perumahan dekat dengan Tempat kerja....
Sekolah di Dekat""kan.... 🤪 Ini Mustahil lihat DP O% DKI BULSIT 
Sekolah...
Ada di DESA Saya di Bandung.
Saking banyaknya sekolah . Tapi muridnya 0 Akhirnya 2 SD di Satukan . Karena kurangnya murid.
Sekarang Nom 1 mau Buat Sekolah 🤪 jangan ngibul Pak.
Jangan terlalu Jauh itu ngibuli Rakyat....

Ngeri Dengan Program"" kosongnya",duit siapa ini sahabat ku ini duit kita dari pajak dan ujung hutang bengkak belum di korupsi tuan tetap yang pusing rakyat masuk nom mau di slepit atau mau lepit dana untuk pribadi dan partele jangji dekat dengan kerja di kan lihat dp dki bulsit di desa di banyak sekolah murid sd di kurang murid mau jangan ngibul terlalu itu ngibuli kosong,neutral
"banyak yg remehkan program makan gratis buat anak2 awkawkawk anjir di jepang korea dan cina itu jadi hal penting yg di hadapi oleh pemerintah, mengatur gizi makanan untuk anak2 sekolah di anggap remeh jir padahal jelas banget di indonesia banyak yg kekurangan gizi, sekali2 coba nonton bagaimana mereka menyiapkan makanan gratis untuk anak2 sekolah di korea, mulai dari pemilihan bahan sampe pengolahan nya lengkap kok di youtube",banyak yg remeh program makan gratis buat anak awkawkawk anjir di jepang korea dan cina itu jadi hal penting yg di hadap oleh perintah atur gizi makan untuk anak sekolah di anggap remeh jir padahal jelas banget di indonesia banyak yg kurang gizi sekali coba nonton bagaimana mereka siap makan gratis untuk anak sekolah di korea mulai dari pilih bahan sampe olah nya lengkap kok di youtube,neutral
"Korupsi yg selama ini menjadi akar dari sebuah masalah di negeri ini. Berantas korupsi !!tegas berwibawa berpengalaman .
Karena guru sejati itu adalah pengalaman !! 
Ganjar mahfud yes !!!
Yang setuju kita all in ganjar mahfud.
Terimakasih",yg lama ini jadi akar dari buah masalah di negeri ini korupsi tegas wibawa alam guru sejati itu adalah alam mahfud yes tuju kita all in ganjar mahfud,neutral
Paslon 2 kok mau naikkan rasio pajak..yg skrg aja sdh kecekik pajak..aku milih yg mau bebaskan pajak minimal meringankan..oh ya pengangguran juga skrg sangat tinggi... mohon buka lapangan kerja seluas luasnya,kok mau naik rasio pajakyg skrg aja sdh cekik pajakaku milih yg mau bebas pajak minimal meringankanoh ya anggur juga skrg sangat tinggi mohon buka lapang kerja luas luas,neutral
Itu yg kirim wakilny Amin di studio narasi TV siapa sih? Berisik.. Ga berisi..,yg kirim wakilny di studio narasi tv siapa sih isi,neutral
Kenapa cuma pasangan no urut 2 saja yang memeberi salam ke setiap agama?? Pasangan 1 dan 3 kenapa tidak??,cuma pasang no urut saja yang memeberi salam ke tiap agama dan kenapa tidak,neutral
5 milyar per desa ngehalu yaa😅,milyar per desa ngehalu yaa,neutral
harga mati untuk no urut 2 pak prabowo dan mas gibran salam dari ntt,harga mati untuk no urut pak prabowo dan mas gibran salam dari ntt,neutral
Yg tua ngambekan😂,tua ngambekan,neutral
"Kualitas Prof. Mahfud paling top, siap menumbuhkan ekonomi nasional 7%.",paling top siap tumbuh ekonomi nasional,neutral
DIKIRA CUPU TERNYATA SUHU. SLEBEEEEWWW,kira cupu nyata suhu slebeeeewww,neutral
"Mba Nazwa, usul diundang anak Anies, Muhaimin dan Ganjar di mata Nazwa, mereka anak2 muda cerdas",usul undang anak dan di mata mereka anak muda cerdas,neutral
"Paslon no2 mukanya emang tengil gk ada wibawa"" Nya
Paslon no1 sudah meyakinkan buat jadi cawapres",no muka emang tengil gk ada wibawa no sudah yakin buat jadi cawapres,neutral
Comentar debat cawapres di tv one,debat cawapres di tv one,neutral
Pak Mahfud keren soal anti korupsi.,keren soal anti korupsi,neutral
Biasax di bantu paman....,di bantu paman,neutral
Mas gibran gk pke henset kyk kemarin kira2 apa yg di ributin siap debat,gibran gk pke henset kyk kemarin kira apa yg di ributin siap debat,neutral
Ah mas udah,mas udah,neutral
"Terima kasih.....hanya Mas Gibran telah MENYAPA seluruh..... RAKYAT INDONESIA, yang multi kultur, etnik, ras, Agama..... Paslon no 2....jooooosss",kasihhanya telah sapa seluruh rakyat indonesia yang multi kultur etnik ras no jooooosss,neutral
Ketar ketir akan di husut korupsi,tir akan di husut korupsi,neutral
Kerja anies gubernur Dki jg bisa lihat di Google,anies gubernur jg bisa lihat di,neutral
Prabowo gibran ajaaa.... coblos no urut 2 pasti menang,gibran ajaaa coblos no urut pasti menang,neutral
